lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards
ma-g7-technology-u06-l03,ma-g7-technology,7,technology,33,6,Human-Centered and AI-Aware Design,3,Guided practice: prototype testing,Guided practice,prototype testing,Michigan Computer Science: Impacts of Computing;Algorithms and Programming
ma-g7-technology-u06-l04,ma-g7-technology,7,technology,34,6,Human-Centered and AI-Aware Design,4,Application or project: bias and accessibility,Application or project,bias and accessibility,Michigan Computer Science: Impacts of Computing;Algorithms and Programming
ma-g7-technology-u06-l05,ma-g7-technology,7,technology,35,6,Human-Centered and AI-Aware Design,5,Mastery check: AI capabilities and limits,Mastery check,AI capabilities and limits,Michigan Computer Science: Impacts of Computing;Algorithms and Programming
ma-g7-technology-u06-l06,ma-g7-technology,7,technology,36,6,Human-Centered and AI-Aware Design,6,Correction and reflection: iteration and documentation,Correction and reflection,iteration and documentation,Michigan Computer Science: Impacts of Computing;Algorithms and Programming
ma-g7-arts-and-music-u01-l01,ma-g7-arts-and-music,7,arts-and-music,1,1,Visual Storytelling and Composition,1,Launch and diagnostic: composition and focal point,Launch and diagnostic,composition and focal point,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l02,ma-g7-arts-and-music,7,arts-and-music,2,1,Visual Storytelling and Composition,2,Concept model A: value color and mood,Concept model A,value color and mood,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l03,ma-g7-arts-and-music,7,arts-and-music,3,1,Visual Storytelling and Composition,3,Guided practice A: perspective and depth,Guided practice A,perspective and depth,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l04,ma-g7-arts-and-music,7,arts-and-music,4,1,Visual Storytelling and Composition,4,Independent application A: symbol and visual metaphor,Independent application A,symbol and visual metaphor,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l05,ma-g7-arts-and-music,7,arts-and-music,5,1,Visual Storytelling and Composition,5,Concept model B: sequential art,Concept model B,sequential art,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l06,ma-g7-arts-and-music,7,arts-and-music,6,1,Visual Storytelling and Composition,6,Guided practice B: critique and revision,Guided practice B,critique and revision,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l07,ma-g7-arts-and-music,7,arts-and-music,7,1,Visual Storytelling and Composition,7,Investigation or close reading: composition and focal point,Investigation or close reading,composition and focal point,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l08,ma-g7-arts-and-music,7,arts-and-music,8,1,Visual Storytelling and Composition,8,Reteach and varied practice: value color and mood,Reteach and varied practice,value color and mood,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l09,ma-g7-arts-and-music,7,arts-and-music,9,1,Visual Storytelling and Composition,9,Performance task build: perspective and depth,Performance task build,perspective and depth,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l10,ma-g7-arts-and-music,7,arts-and-music,10,1,Visual Storytelling and Composition,10,Synthesis and review: symbol and visual metaphor,Synthesis and review,symbol and visual metaphor,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l11,ma-g7-arts-and-music,7,arts-and-music,11,1,Visual Storytelling and Composition,11,Unit assessment: sequential art,Unit assessment,sequential art,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u01-l12,ma-g7-arts-and-music,7,arts-and-music,12,1,Visual Storytelling and Composition,12,Correction and reflection: critique and revision,Correction and reflection,critique and revision,Michigan Arts: Visual Arts Create;Respond
ma-g7-arts-and-music-u02-l01,ma-g7-arts-and-music,7,arts-and-music,13,2,Studio Techniques and Design Problems,1,Launch and diagnostic: drawing and observation,Launch and diagnostic,drawing and observation,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l02,ma-g7-arts-and-music,7,arts-and-music,14,2,Studio Techniques and Design Problems,2,Concept model A: painting or color media,Concept model A,painting or color media,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l03,ma-g7-arts-and-music,7,arts-and-music,15,2,Studio Techniques and Design Problems,3,Guided practice A: print collage or mixed media,Guided practice A,print collage or mixed media,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l04,ma-g7-arts-and-music,7,arts-and-music,16,2,Studio Techniques and Design Problems,4,Independent application A: three-dimensional design,Independent application A,three-dimensional design,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l05,ma-g7-arts-and-music,7,arts-and-music,17,2,Studio Techniques and Design Problems,5,Concept model B: craftsmanship and safety,Concept model B,craftsmanship and safety,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l06,ma-g7-arts-and-music,7,arts-and-music,18,2,Studio Techniques and Design Problems,6,Guided practice B: design iteration,Guided practice B,design iteration,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l07,ma-g7-arts-and-music,7,arts-and-music,19,2,Studio Techniques and Design Problems,7,Investigation or close reading: drawing and observation,Investigation or close reading,drawing and observation,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l08,ma-g7-arts-and-music,7,arts-and-music,20,2,Studio Techniques and Design Problems,8,Reteach and varied practice: painting or color media,Reteach and varied practice,painting or color media,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l09,ma-g7-arts-and-music,7,arts-and-music,21,2,Studio Techniques and Design Problems,9,Performance task build: print collage or mixed media,Performance task build,print collage or mixed media,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l10,ma-g7-arts-and-music,7,arts-and-music,22,2,Studio Techniques and Design Problems,10,Synthesis and review: three-dimensional design,Synthesis and review,three-dimensional design,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l11,ma-g7-arts-and-music,7,arts-and-music,23,2,Studio Techniques and Design Problems,11,Unit assessment: craftsmanship and safety,Unit assessment,craftsmanship and safety,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u02-l12,ma-g7-arts-and-music,7,arts-and-music,24,2,Studio Techniques and Design Problems,12,Correction and reflection: design iteration,Correction and reflection,design iteration,Michigan Arts: Visual Arts Create;Present
ma-g7-arts-and-music-u03-l01,ma-g7-arts-and-music,7,arts-and-music,25,3,Music Creation and Performance,1,Launch and diagnostic: rhythm and meter,Launch and diagnostic,rhythm and meter,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l02,ma-g7-arts-and-music,7,arts-and-music,26,3,Music Creation and Performance,2,Concept model A: melody and harmony concepts,Concept model A,melody and harmony concepts,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l03,ma-g7-arts-and-music,7,arts-and-music,27,3,Music Creation and Performance,3,Guided practice A: form,Guided practice A,form,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l04,ma-g7-arts-and-music,7,arts-and-music,28,3,Music Creation and Performance,4,Independent application A: notation or sequencing,Independent application A,notation or sequencing,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l05,ma-g7-arts-and-music,7,arts-and-music,29,3,Music Creation and Performance,5,Concept model B: ensemble skills,Concept model B,ensemble skills,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l06,ma-g7-arts-and-music,7,arts-and-music,30,3,Music Creation and Performance,6,Guided practice B: practice and interpretation,Guided practice B,practice and interpretation,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l07,ma-g7-arts-and-music,7,arts-and-music,31,3,Music Creation and Performance,7,Investigation or close reading: rhythm and meter,Investigation or close reading,rhythm and meter,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l08,ma-g7-arts-and-music,7,arts-and-music,32,3,Music Creation and Performance,8,Reteach and varied practice: melody and harmony concepts,Reteach and varied practice,melody and harmony concepts,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l09,ma-g7-arts-and-music,7,arts-and-music,33,3,Music Creation and Performance,9,Performance task build: form,Performance task build,form,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l10,ma-g7-arts-and-music,7,arts-and-music,34,3,Music Creation and Performance,10,Synthesis and review: notation or sequencing,Synthesis and review,notation or sequencing,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l11,ma-g7-arts-and-music,7,arts-and-music,35,3,Music Creation and Performance,11,Unit assessment: ensemble skills,Unit assessment,ensemble skills,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u03-l12,ma-g7-arts-and-music,7,arts-and-music,36,3,Music Creation and Performance,12,Correction and reflection: practice and interpretation,Correction and reflection,practice and interpretation,Michigan Arts: Music Create;Perform
ma-g7-arts-and-music-u04-l01,ma-g7-arts-and-music,7,arts-and-music,37,4,Theatre and Media Production,1,Launch and diagnostic: character objective and obstacle,Launch and diagnostic,character objective and obstacle,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l02,ma-g7-arts-and-music,7,arts-and-music,38,4,Theatre and Media Production,2,Concept model A: script structure,Concept model A,script structure,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l03,ma-g7-arts-and-music,7,arts-and-music,39,4,Theatre and Media Production,3,Guided practice A: blocking and voice,Guided practice A,blocking and voice,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l04,ma-g7-arts-and-music,7,arts-and-music,40,4,Theatre and Media Production,4,Independent application A: camera and framing concepts,Independent application A,camera and framing concepts,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l05,ma-g7-arts-and-music,7,arts-and-music,41,4,Theatre and Media Production,5,Concept model B: sound and editing,Concept model B,sound and editing,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l06,ma-g7-arts-and-music,7,arts-and-music,42,4,Theatre and Media Production,6,Guided practice B: production roles and consent,Guided practice B,production roles and consent,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l07,ma-g7-arts-and-music,7,arts-and-music,43,4,Theatre and Media Production,7,Investigation or close reading: character objective and obstacle,Investigation or close reading,character objective and obstacle,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l08,ma-g7-arts-and-music,7,arts-and-music,44,4,Theatre and Media Production,8,Reteach and varied practice: script structure,Reteach and varied practice,script structure,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l09,ma-g7-arts-and-music,7,arts-and-music,45,4,Theatre and Media Production,9,Performance task build: blocking and voice,Performance task build,blocking and voice,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l10,ma-g7-arts-and-music,7,arts-and-music,46,4,Theatre and Media Production,10,Synthesis and review: camera and framing concepts,Synthesis and review,camera and framing concepts,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l11,ma-g7-arts-and-music,7,arts-and-music,47,4,Theatre and Media Production,11,Unit assessment: sound and editing,Unit assessment,sound and editing,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u04-l12,ma-g7-arts-and-music,7,arts-and-music,48,4,Theatre and Media Production,12,Correction and reflection: production roles and consent,Correction and reflection,production roles and consent,Michigan Arts: Theatre Create;Perform;Media Arts Create
ma-g7-arts-and-music-u05-l01,ma-g7-arts-and-music,7,arts-and-music,49,5,"Dance, Culture, and Artistic Context",1,Launch and diagnostic: movement motifs,Launch and diagnostic,movement motifs,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l02,ma-g7-arts-and-music,7,arts-and-music,50,5,"Dance, Culture, and Artistic Context",2,Concept model A: space time and energy,Concept model A,space time and energy,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l03,ma-g7-arts-and-music,7,arts-and-music,51,5,"Dance, Culture, and Artistic Context",3,Guided practice A: choreographic structure,Guided practice A,choreographic structure,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l04,ma-g7-arts-and-music,7,arts-and-music,52,5,"Dance, Culture, and Artistic Context",4,Independent application A: cultural context,Independent application A,cultural context,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l05,ma-g7-arts-and-music,7,arts-and-music,53,5,"Dance, Culture, and Artistic Context",5,Concept model B: respectful borrowing versus appropriation,Concept model B,respectful borrowing versus appropriation,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l06,ma-g7-arts-and-music,7,arts-and-music,54,5,"Dance, Culture, and Artistic Context",6,Guided practice B: analysis and interpretation,Guided practice B,analysis and interpretation,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l07,ma-g7-arts-and-music,7,arts-and-music,55,5,"Dance, Culture, and Artistic Context",7,Investigation or close reading: movement motifs,Investigation or close reading,movement motifs,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l08,ma-g7-arts-and-music,7,arts-and-music,56,5,"Dance, Culture, and Artistic Context",8,Reteach and varied practice: space time and energy,Reteach and varied practice,space time and energy,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l09,ma-g7-arts-and-music,7,arts-and-music,57,5,"Dance, Culture, and Artistic Context",9,Performance task build: choreographic structure,Performance task build,choreographic structure,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l10,ma-g7-arts-and-music,7,arts-and-music,58,5,"Dance, Culture, and Artistic Context",10,Synthesis and review: cultural context,Synthesis and review,cultural context,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l11,ma-g7-arts-and-music,7,arts-and-music,59,5,"Dance, Culture, and Artistic Context",11,Unit assessment: respectful borrowing versus appropriation,Unit assessment,respectful borrowing versus appropriation,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u05-l12,ma-g7-arts-and-music,7,arts-and-music,60,5,"Dance, Culture, and Artistic Context",12,Correction and reflection: analysis and interpretation,Correction and reflection,analysis and interpretation,Michigan Arts: Dance Create;Connect;Respond
ma-g7-arts-and-music-u06-l01,ma-g7-arts-and-music,7,arts-and-music,61,6,"Curating, Portfolio, and Exhibition",1,Launch and diagnostic: curatorial theme,Launch and diagnostic,curatorial theme,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l02,ma-g7-arts-and-music,7,arts-and-music,62,6,"Curating, Portfolio, and Exhibition",2,Concept model A: selection and sequencing,Concept model A,selection and sequencing,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l03,ma-g7-arts-and-music,7,arts-and-music,63,6,"Curating, Portfolio, and Exhibition",3,Guided practice A: artist statements,Guided practice A,artist statements,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l04,ma-g7-arts-and-music,7,arts-and-music,64,6,"Curating, Portfolio, and Exhibition",4,Independent application A: audience experience,Independent application A,audience experience,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l05,ma-g7-arts-and-music,7,arts-and-music,65,6,"Curating, Portfolio, and Exhibition",5,Concept model B: feedback and revision,Concept model B,feedback and revision,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l06,ma-g7-arts-and-music,7,arts-and-music,66,6,"Curating, Portfolio, and Exhibition",6,Guided practice B: reflection and future goals,Guided practice B,reflection and future goals,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l07,ma-g7-arts-and-music,7,arts-and-music,67,6,"Curating, Portfolio, and Exhibition",7,Investigation or close reading: curatorial theme,Investigation or close reading,curatorial theme,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l08,ma-g7-arts-and-music,7,arts-and-music,68,6,"Curating, Portfolio, and Exhibition",8,Reteach and varied practice: selection and sequencing,Reteach and varied practice,selection and sequencing,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l09,ma-g7-arts-and-music,7,arts-and-music,69,6,"Curating, Portfolio, and Exhibition",9,Performance task build: artist statements,Performance task build,artist statements,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l10,ma-g7-arts-and-music,7,arts-and-music,70,6,"Curating, Portfolio, and Exhibition",10,Synthesis and review: audience experience,Synthesis and review,audience experience,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l11,ma-g7-arts-and-music,7,arts-and-music,71,6,"Curating, Portfolio, and Exhibition",11,Unit assessment: feedback and revision,Unit assessment,feedback and revision,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-arts-and-music-u06-l12,ma-g7-arts-and-music,7,arts-and-music,72,6,"Curating, Portfolio, and Exhibition",12,Correction and reflection: reflection and future goals,Correction and reflection,reflection and future goals,Michigan Arts: Present/Perform;Respond;Connect
ma-g7-financial-literacy-u01-l01,ma-g7-financial-literacy,7,financial-literacy,1,1,"Income, Skills, and Work Choices",1,Launch and diagnostic: income sources,Launch and diagnostic,income sources,PF1 foundations
ma-g7-financial-literacy-u01-l02,ma-g7-financial-literacy,7,financial-literacy,2,1,"Income, Skills, and Work Choices",2,Explicit model: education training and skills,Explicit model,education training and skills,PF1 foundations
ma-g7-financial-literacy-u01-l03,ma-g7-financial-literacy,7,financial-literacy,3,1,"Income, Skills, and Work Choices",3,Guided practice: gross pay and deductions concepts,Guided practice,gross pay and deductions concepts,PF1 foundations
ma-g7-financial-literacy-u01-l04,ma-g7-financial-literacy,7,financial-literacy,4,1,"Income, Skills, and Work Choices",4,Application or project: benefits,Application or project,benefits,PF1 foundations
ma-g7-financial-literacy-u01-l05,ma-g7-financial-literacy,7,financial-literacy,5,1,"Income, Skills, and Work Choices",5,Mastery check: entrepreneurship,Mastery check,entrepreneurship,PF1 foundations
ma-g7-financial-literacy-u01-l06,ma-g7-financial-literacy,7,financial-literacy,6,1,"Income, Skills, and Work Choices",6,Correction and reflection: workplace rights and responsibilities foundations,Correction and reflection,workplace rights and responsibilities foundations,PF1 foundations
ma-g7-financial-literacy-u02-l01,ma-g7-financial-literacy,7,financial-literacy,7,2,Consumer Decisions and Contracts,1,Launch and diagnostic: needs priorities and opportunity cost,Launch and diagnostic,needs priorities and opportunity cost,PF2 foundations;PF6 foundations
ma-g7-financial-literacy-u02-l02,ma-g7-financial-literacy,7,financial-literacy,8,2,Consumer Decisions and Contracts,2,Explicit model: unit pricing,Explicit model,unit pricing,PF2 foundations;PF6 foundations
ma-g7-financial-literacy-u02-l03,ma-g7-financial-literacy,7,financial-literacy,9,2,Consumer Decisions and Contracts,3,Guided practice: advertising and influence,Guided practice,advertising and influence,PF2 foundations;PF6 foundations
ma-g7-financial-literacy-u02-l04,ma-g7-financial-literacy,7,financial-literacy,10,2,Consumer Decisions and Contracts,4,Application or project: terms and conditions,Application or project,terms and conditions,PF2 foundations;PF6 foundations
ma-g7-financial-literacy-u02-l05,ma-g7-financial-literacy,7,financial-literacy,11,2,Consumer Decisions and Contracts,5,Mastery check: subscriptions and returns,Mastery check,subscriptions and returns,PF2 foundations;PF6 foundations
ma-g7-financial-literacy-u02-l06,ma-g7-financial-literacy,7,financial-literacy,12,2,Consumer Decisions and Contracts,6,Correction and reflection: fraud and consumer protection,Correction and reflection,fraud and consumer protection,PF2 foundations;PF6 foundations
ma-g7-financial-literacy-u03-l01,ma-g7-financial-literacy,7,financial-literacy,13,3,Budgeting and Saving,1,Launch and diagnostic: cash flow,Launch and diagnostic,cash flow,PF3 foundations
ma-g7-financial-literacy-u03-l02,ma-g7-financial-literacy,7,financial-literacy,14,3,Budgeting and Saving,2,Explicit model: fixed variable and periodic expenses,Explicit model,fixed variable and periodic expenses,PF3 foundations
ma-g7-financial-literacy-u03-l03,ma-g7-financial-literacy,7,financial-literacy,15,3,Budgeting and Saving,3,Guided practice: emergency savings concept,Guided practice,emergency savings concept,PF3 foundations
ma-g7-financial-literacy-u03-l04,ma-g7-financial-literacy,7,financial-literacy,16,3,Budgeting and Saving,4,Application or project: goal-based saving,Application or project,goal-based saving,PF3 foundations
ma-g7-financial-literacy-u03-l05,ma-g7-financial-literacy,7,financial-literacy,17,3,Budgeting and Saving,5,Mastery check: banking services,Mastery check,banking services,PF3 foundations
ma-g7-financial-literacy-u03-l06,ma-g7-financial-literacy,7,financial-literacy,18,3,Budgeting and Saving,6,Correction and reflection: budget revision,Correction and reflection,budget revision,PF3 foundations
ma-g7-financial-literacy-u04-l01,ma-g7-financial-literacy,7,financial-literacy,19,4,Credit and Borrowing,1,Launch and diagnostic: principal interest and term,Launch and diagnostic,principal interest and term,PF4 foundations
ma-g7-financial-literacy-u04-l02,ma-g7-financial-literacy,7,financial-literacy,20,4,Credit and Borrowing,2,Explicit model: credit reports and scores concepts,Explicit model,credit reports and scores concepts,PF4 foundations
ma-g7-financial-literacy-u04-l03,ma-g7-financial-literacy,7,financial-literacy,21,4,Credit and Borrowing,3,Guided practice: minimum payments,Guided practice,minimum payments,PF4 foundations
ma-g7-financial-literacy-u04-l04,ma-g7-financial-literacy,7,financial-literacy,22,4,Credit and Borrowing,4,Application or project: secured and unsecured debt,Application or project,secured and unsecured debt,PF4 foundations
ma-g7-financial-literacy-u04-l05,ma-g7-financial-literacy,7,financial-literacy,23,4,Credit and Borrowing,5,Mastery check: student-aid introduction,Mastery check,student-aid introduction,PF4 foundations
ma-g7-financial-literacy-u04-l06,ma-g7-financial-literacy,7,financial-literacy,24,4,Credit and Borrowing,6,Correction and reflection: predatory lending and scams,Correction and reflection,predatory lending and scams,PF4 foundations
ma-g7-financial-literacy-u05-l01,ma-g7-financial-literacy,7,financial-literacy,25,5,"Investing, Risk, and Protection",1,Launch and diagnostic: saving versus investing,Launch and diagnostic,saving versus investing,PF5 foundations;PF6 foundations
ma-g7-financial-literacy-u05-l02,ma-g7-financial-literacy,7,financial-literacy,26,5,"Investing, Risk, and Protection",2,Explicit model: risk return and time horizon,Explicit model,risk return and time horizon,PF5 foundations;PF6 foundations
ma-g7-financial-literacy-u05-l03,ma-g7-financial-literacy,7,financial-literacy,27,5,"Investing, Risk, and Protection",3,Guided practice: diversification concept,Guided practice,diversification concept,PF5 foundations;PF6 foundations
ma-g7-financial-literacy-u05-l04,ma-g7-financial-literacy,7,financial-literacy,28,5,"Investing, Risk, and Protection",4,Application or project: compound growth,Application or project,compound growth,PF5 foundations;PF6 foundations
ma-g7-financial-literacy-u05-l05,ma-g7-financial-literacy,7,financial-literacy,29,5,"Investing, Risk, and Protection",5,Mastery check: insurance purpose,Mastery check,insurance purpose,PF5 foundations;PF6 foundations
ma-g7-financial-literacy-u05-l06,ma-g7-financial-literacy,7,financial-literacy,30,5,"Investing, Risk, and Protection",6,Correction and reflection: identity theft protection,Correction and reflection,identity theft protection,PF5 foundations;PF6 foundations
ma-g7-financial-literacy-u06-l01,ma-g7-financial-literacy,7,financial-literacy,31,6,"Taxes, Giving, and Financial Plan Capstone",1,Launch and diagnostic: why taxes exist,Launch and diagnostic,why taxes exist,PF7 foundations;PF1-PF6 review
ma-g7-financial-literacy-u06-l02,ma-g7-financial-literacy,7,financial-literacy,32,6,"Taxes, Giving, and Financial Plan Capstone",2,Explicit model: paycheck and sales tax concepts,Explicit model,paycheck and sales tax concepts,PF7 foundations;PF1-PF6 review
ma-g7-financial-literacy-u06-l03,ma-g7-financial-literacy,7,financial-literacy,33,6,"Taxes, Giving, and Financial Plan Capstone",3,Guided practice: public goods,Guided practice,public goods,PF7 foundations;PF1-PF6 review
ma-g7-financial-literacy-u06-l04,ma-g7-financial-literacy,7,financial-literacy,34,6,"Taxes, Giving, and Financial Plan Capstone",4,Application or project: charitable giving,Application or project,charitable giving,PF7 foundations;PF1-PF6 review
ma-g7-financial-literacy-u06-l05,ma-g7-financial-literacy,7,financial-literacy,35,6,"Taxes, Giving, and Financial Plan Capstone",5,Mastery check: financial goals,Mastery check,financial goals,PF7 foundations;PF1-PF6 review
ma-g7-financial-literacy-u06-l06,ma-g7-financial-literacy,7,financial-literacy,36,6,"Taxes, Giving, and Financial Plan Capstone",6,Correction and reflection: decision ethics and reflection,Correction and reflection,decision ethics and reflection,PF7 foundations;PF1-PF6 review
ma-g8-mathematics-u01-l01,ma-g8-mathematics,8,mathematics,1,1,Real Numbers and Irrational Numbers,1,Launch and diagnostic: rational and irrational numbers,Launch and diagnostic,rational and irrational numbers,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l02,ma-g8-mathematics,8,mathematics,2,1,Real Numbers and Irrational Numbers,2,Concept model A: decimal expansions,Concept model A,decimal expansions,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l03,ma-g8-mathematics,8,mathematics,3,1,Real Numbers and Irrational Numbers,3,Guided practice A: approximating square roots,Guided practice A,approximating square roots,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l04,ma-g8-mathematics,8,mathematics,4,1,Real Numbers and Irrational Numbers,4,Independent application A: locating irrational numbers on number lines,Independent application A,locating irrational numbers on number lines,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l05,ma-g8-mathematics,8,mathematics,5,1,Real Numbers and Irrational Numbers,5,Concept model B: comparing real numbers,Concept model B,comparing real numbers,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l06,ma-g8-mathematics,8,mathematics,6,1,Real Numbers and Irrational Numbers,6,Guided practice B: precision and estimation,Guided practice B,precision and estimation,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l07,ma-g8-mathematics,8,mathematics,7,1,Real Numbers and Irrational Numbers,7,Investigation or close reading: rational and irrational numbers,Investigation or close reading,rational and irrational numbers,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l08,ma-g8-mathematics,8,mathematics,8,1,Real Numbers and Irrational Numbers,8,Reteach and varied practice: decimal expansions,Reteach and varied practice,decimal expansions,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l09,ma-g8-mathematics,8,mathematics,9,1,Real Numbers and Irrational Numbers,9,Concept model C: approximating square roots,Concept model C,approximating square roots,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l10,ma-g8-mathematics,8,mathematics,10,1,Real Numbers and Irrational Numbers,10,Discussion or problem seminar: locating irrational numbers on number lines,Discussion or problem seminar,locating irrational numbers on number lines,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l11,ma-g8-mathematics,8,mathematics,11,1,Real Numbers and Irrational Numbers,11,Performance task planning: comparing real numbers,Performance task planning,comparing real numbers,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l12,ma-g8-mathematics,8,mathematics,12,1,Real Numbers and Irrational Numbers,12,Performance task build: precision and estimation,Performance task build,precision and estimation,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l13,ma-g8-mathematics,8,mathematics,13,1,Real Numbers and Irrational Numbers,13,Skill consolidation: rational and irrational numbers,Skill consolidation,rational and irrational numbers,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l14,ma-g8-mathematics,8,mathematics,14,1,Real Numbers and Irrational Numbers,14,Transfer challenge: decimal expansions,Transfer challenge,decimal expansions,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l15,ma-g8-mathematics,8,mathematics,15,1,Real Numbers and Irrational Numbers,15,Assessment preparation: approximating square roots,Assessment preparation,approximating square roots,8.NS.1;8.NS.2;MP.2;MP.6
