lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards
ma-g10-social-studies-u08-l11,ma-g10-social-studies,10,social-studies,95,8,"Global Crisis and Achievement, 1900-Present",11,Unit assessment: Cold War conflicts and decolonization,Unit assessment,Cold War conflicts and decolonization,WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u08-l12,ma-g10-social-studies,10,social-studies,96,8,"Global Crisis and Achievement, 1900-Present",12,"Correction and reflection: technological, scientific, and cultural exchange",Correction and reflection,"technological, scientific, and cultural exchange",WHG 7.1.1;WHG 7.1.2;WHG 7.1.3;WHG 7.1.4;WHG 7.2.1;WHG 7.2.2;WHG 7.2.3;WHG 7.2.4;WHG 7.2.5;WHG 7.2.6;P1
ma-g10-social-studies-u09-l01,ma-g10-social-studies,10,social-studies,97,9,Contemporary Global Issues,1,Launch and diagnostic: population change and distribution,Launch and diagnostic,population change and distribution,WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l02,ma-g10-social-studies,10,social-studies,98,9,Contemporary Global Issues,2,Concept model A: natural resources and sustainability,Concept model A,natural resources and sustainability,WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l03,ma-g10-social-studies,10,social-studies,99,9,Contemporary Global Issues,3,Guided practice A: patterns of global interaction,Guided practice A,patterns of global interaction,WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l04,ma-g10-social-studies,10,social-studies,100,9,Contemporary Global Issues,4,"Independent application A: conflict, cooperation, and security",Independent application A,"conflict, cooperation, and security",WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l05,ma-g10-social-studies,10,social-studies,101,9,Contemporary Global Issues,5,Concept model B: global institutions and governance,Concept model B,global institutions and governance,WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l06,ma-g10-social-studies,10,social-studies,102,9,Contemporary Global Issues,6,Guided practice B: connecting historical patterns to present issues,Guided practice B,connecting historical patterns to present issues,WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l07,ma-g10-social-studies,10,social-studies,103,9,Contemporary Global Issues,7,Investigation or close reading: population change and distribution,Investigation or close reading,population change and distribution,WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l08,ma-g10-social-studies,10,social-studies,104,9,Contemporary Global Issues,8,Reteach and varied practice: natural resources and sustainability,Reteach and varied practice,natural resources and sustainability,WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l09,ma-g10-social-studies,10,social-studies,105,9,Contemporary Global Issues,9,Performance task build: patterns of global interaction,Performance task build,patterns of global interaction,WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l10,ma-g10-social-studies,10,social-studies,106,9,Contemporary Global Issues,10,"Synthesis and review: conflict, cooperation, and security",Synthesis and review,"conflict, cooperation, and security",WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l11,ma-g10-social-studies,10,social-studies,107,9,Contemporary Global Issues,11,Unit assessment: global institutions and governance,Unit assessment,global institutions and governance,WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g10-social-studies-u09-l12,ma-g10-social-studies,10,social-studies,108,9,Contemporary Global Issues,12,Correction and reflection: connecting historical patterns to present issues,Correction and reflection,connecting historical patterns to present issues,WHG CG1;WHG CG2;WHG CG3;WHG CG4;P3;P4
ma-g11-social-studies-u01-l01,ma-g11-social-studies,11,social-studies,1,1,Philosophical Foundations of Civic Society and Government,1,Launch and diagnostic: purposes of government,Launch and diagnostic,purposes of government,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l02,ma-g11-social-studies,11,social-studies,2,1,Philosophical Foundations of Civic Society and Government,2,Concept model A: competing theories of civic society,Concept model A,competing theories of civic society,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l03,ma-g11-social-studies,11,social-studies,3,1,Philosophical Foundations of Civic Society and Government,3,Guided practice A: unalienable rights and the common good,Guided practice A,unalienable rights and the common good,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l04,ma-g11-social-studies,11,social-studies,4,1,Philosophical Foundations of Civic Society and Government,4,Independent application A: forms and limits of political authority,Independent application A,forms and limits of political authority,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l05,ma-g11-social-studies,11,social-studies,5,1,Philosophical Foundations of Civic Society and Government,5,Concept model B: social contract and consent,Concept model B,social contract and consent,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l06,ma-g11-social-studies,11,social-studies,6,1,Philosophical Foundations of Civic Society and Government,6,Guided practice B: evaluating governance arrangements,Guided practice B,evaluating governance arrangements,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l07,ma-g11-social-studies,11,social-studies,7,1,Philosophical Foundations of Civic Society and Government,7,Investigation or close reading: purposes of government,Investigation or close reading,purposes of government,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l08,ma-g11-social-studies,11,social-studies,8,1,Philosophical Foundations of Civic Society and Government,8,Reteach and varied practice: competing theories of civic society,Reteach and varied practice,competing theories of civic society,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l09,ma-g11-social-studies,11,social-studies,9,1,Philosophical Foundations of Civic Society and Government,9,Performance task build: unalienable rights and the common good,Performance task build,unalienable rights and the common good,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l10,ma-g11-social-studies,11,social-studies,10,1,Philosophical Foundations of Civic Society and Government,10,Synthesis and review: forms and limits of political authority,Synthesis and review,forms and limits of political authority,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l11,ma-g11-social-studies,11,social-studies,11,1,Philosophical Foundations of Civic Society and Government,11,Unit assessment: social contract and consent,Unit assessment,social contract and consent,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u01-l12,ma-g11-social-studies,11,social-studies,12,1,Philosophical Foundations of Civic Society and Government,12,Correction and reflection: evaluating governance arrangements,Correction and reflection,evaluating governance arrangements,Civics C1.1.1;Civics C1.1.2;Civics C1.1.3;Civics C1.1.4;P1
ma-g11-social-studies-u02-l01,ma-g11-social-studies,11,social-studies,13,2,Founding and Development of American Government,1,Launch and diagnostic: origins of American constitutional government,Launch and diagnostic,origins of American constitutional government,Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l02,ma-g11-social-studies,11,social-studies,14,2,Founding and Development of American Government,2,Concept model A: drafting and ratification debates,Concept model A,drafting and ratification debates,Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l03,ma-g11-social-studies,11,social-studies,15,2,Founding and Development of American Government,3,Guided practice A: Democratic Values and Constitutional Principles,Guided practice A,Democratic Values and Constitutional Principles,Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l04,ma-g11-social-studies,11,social-studies,16,2,Founding and Development of American Government,4,Independent application A: relationships between values and principles,Independent application A,relationships between values and principles,Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l05,ma-g11-social-studies,11,social-studies,17,2,Founding and Development of American Government,5,"Concept model B: influential speeches, writings, cases, and laws",Concept model B,"influential speeches, writings, cases, and laws",Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l06,ma-g11-social-studies,11,social-studies,18,2,Founding and Development of American Government,6,Guided practice B: disagreement when principles are applied,Guided practice B,disagreement when principles are applied,Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l07,ma-g11-social-studies,11,social-studies,19,2,Founding and Development of American Government,7,Investigation or close reading: origins of American constitutional government,Investigation or close reading,origins of American constitutional government,Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l08,ma-g11-social-studies,11,social-studies,20,2,Founding and Development of American Government,8,Reteach and varied practice: drafting and ratification debates,Reteach and varied practice,drafting and ratification debates,Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l09,ma-g11-social-studies,11,social-studies,21,2,Founding and Development of American Government,9,Performance task build: Democratic Values and Constitutional Principles,Performance task build,Democratic Values and Constitutional Principles,Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l10,ma-g11-social-studies,11,social-studies,22,2,Founding and Development of American Government,10,Synthesis and review: relationships between values and principles,Synthesis and review,relationships between values and principles,Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l11,ma-g11-social-studies,11,social-studies,23,2,Founding and Development of American Government,11,"Unit assessment: influential speeches, writings, cases, and laws",Unit assessment,"influential speeches, writings, cases, and laws",Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u02-l12,ma-g11-social-studies,11,social-studies,24,2,Founding and Development of American Government,12,Correction and reflection: disagreement when principles are applied,Correction and reflection,disagreement when principles are applied,Civics C2.1.1;Civics C2.1.2;Civics C2.1.3;Civics C2.2.1;Civics C2.2.2;Civics C2.2.3;P2
ma-g11-social-studies-u03-l01,ma-g11-social-studies,11,social-studies,25,3,Structure and Function of Governments in the United States,1,Launch and diagnostic: the legislative branch and the power of the purse,Launch and diagnostic,the legislative branch and the power of the purse,Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l02,ma-g11-social-studies,11,social-studies,26,3,Structure and Function of Governments in the United States,2,Concept model A: the executive branch and the federal bureaucracy,Concept model A,the executive branch and the federal bureaucracy,Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l03,ma-g11-social-studies,11,social-studies,27,3,Structure and Function of Governments in the United States,3,Guided practice A: the judicial branch and judicial review,Guided practice A,the judicial branch and judicial review,Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l04,ma-g11-social-studies,11,social-studies,28,3,Structure and Function of Governments in the United States,4,Independent application A: federalism and the division of powers,Independent application A,federalism and the division of powers,Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l05,ma-g11-social-studies,11,social-studies,29,3,Structure and Function of Governments in the United States,5,"Concept model B: state, local, and tribal governments, revenue, and direct democracy",Concept model B,"state, local, and tribal governments, revenue, and direct democracy",Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l06,ma-g11-social-studies,11,social-studies,30,3,Structure and Function of Governments in the United States,6,"Guided practice B: parties, media, interest groups, and other civic actors",Guided practice B,"parties, media, interest groups, and other civic actors",Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l07,ma-g11-social-studies,11,social-studies,31,3,Structure and Function of Governments in the United States,7,Investigation or close reading: the legislative branch and the power of the purse,Investigation or close reading,the legislative branch and the power of the purse,Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l08,ma-g11-social-studies,11,social-studies,32,3,Structure and Function of Governments in the United States,8,Reteach and varied practice: the executive branch and the federal bureaucracy,Reteach and varied practice,the executive branch and the federal bureaucracy,Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l09,ma-g11-social-studies,11,social-studies,33,3,Structure and Function of Governments in the United States,9,Performance task build: the judicial branch and judicial review,Performance task build,the judicial branch and judicial review,Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l10,ma-g11-social-studies,11,social-studies,34,3,Structure and Function of Governments in the United States,10,Synthesis and review: federalism and the division of powers,Synthesis and review,federalism and the division of powers,Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l11,ma-g11-social-studies,11,social-studies,35,3,Structure and Function of Governments in the United States,11,"Unit assessment: state, local, and tribal governments, revenue, and direct democracy",Unit assessment,"state, local, and tribal governments, revenue, and direct democracy",Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u03-l12,ma-g11-social-studies,11,social-studies,36,3,Structure and Function of Governments in the United States,12,"Correction and reflection: parties, media, interest groups, and other civic actors",Correction and reflection,"parties, media, interest groups, and other civic actors",Civics C3.1.1;Civics C3.1.2;Civics C3.1.3;Civics C3.1.4;Civics C3.1.5;Civics C3.1.6;Civics C3.1.7;Civics C3.2.1;Civics C3.2.2;Civics C3.2.3;Civics C3.2.4;Civics C3.2.5;Civics C3.2.6;Civics C3.3.1;Civics C3.3.2;Civics C3.3.3;Civics C3.3.4;Civics C3.3.5;Civics C3.3.6;Civics C3.3.7;P2
ma-g11-social-studies-u04-l01,ma-g11-social-studies,11,social-studies,37,4,Rights and Liberties in the United States,1,Launch and diagnostic: application of the Bill of Rights,Launch and diagnostic,application of the Bill of Rights,Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l02,ma-g11-social-studies,11,social-studies,38,4,Rights and Liberties in the United States,2,Concept model A: incorporation and the Fourteenth Amendment,Concept model A,incorporation and the Fourteenth Amendment,Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l03,ma-g11-social-studies,11,social-studies,39,4,Rights and Liberties in the United States,3,Guided practice A: extensions of civil rights and civil liberties,Guided practice A,extensions of civil rights and civil liberties,Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l04,ma-g11-social-studies,11,social-studies,40,4,Rights and Liberties in the United States,4,Independent application A: landmark cases and their reasoning,Independent application A,landmark cases and their reasoning,Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l05,ma-g11-social-studies,11,social-studies,41,4,Rights and Liberties in the United States,5,"Concept model B: tensions among liberty, order, and equality",Concept model B,"tensions among liberty, order, and equality",Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l06,ma-g11-social-studies,11,social-studies,42,4,Rights and Liberties in the United States,6,Guided practice B: limits on rights and their justification,Guided practice B,limits on rights and their justification,Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l07,ma-g11-social-studies,11,social-studies,43,4,Rights and Liberties in the United States,7,Investigation or close reading: application of the Bill of Rights,Investigation or close reading,application of the Bill of Rights,Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l08,ma-g11-social-studies,11,social-studies,44,4,Rights and Liberties in the United States,8,Reteach and varied practice: incorporation and the Fourteenth Amendment,Reteach and varied practice,incorporation and the Fourteenth Amendment,Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l09,ma-g11-social-studies,11,social-studies,45,4,Rights and Liberties in the United States,9,Performance task build: extensions of civil rights and civil liberties,Performance task build,extensions of civil rights and civil liberties,Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l10,ma-g11-social-studies,11,social-studies,46,4,Rights and Liberties in the United States,10,Synthesis and review: landmark cases and their reasoning,Synthesis and review,landmark cases and their reasoning,Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l11,ma-g11-social-studies,11,social-studies,47,4,Rights and Liberties in the United States,11,"Unit assessment: tensions among liberty, order, and equality",Unit assessment,"tensions among liberty, order, and equality",Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u04-l12,ma-g11-social-studies,11,social-studies,48,4,Rights and Liberties in the United States,12,Correction and reflection: limits on rights and their justification,Correction and reflection,limits on rights and their justification,Civics C4.1.1;Civics C4.1.2;Civics C4.2.1;Civics C4.2.2;Civics C4.2.3;Civics C4.3.1;Civics C4.3.2;P3
ma-g11-social-studies-u05-l01,ma-g11-social-studies,11,social-studies,49,5,The United States in World Affairs and Citizenship in Action,1,Launch and diagnostic: formation and implementation of United States foreign policy,Launch and diagnostic,formation and implementation of United States foreign policy,Civics C5.1.1;Civics C5.1.2;Civics C5.1.3;Civics C5.2.1;Civics C5.2.2;Civics C5.2.3;Civics C5.2.4;Civics C6.1.1;Civics C6.1.2;Civics C6.1.3;Civics C6.2.1;Civics C6.3.1;Civics C6.3.2;Civics C6.4.1;Civics C6.4.2;Civics C6.4.3;Civics C6.4.4;P4
ma-g11-social-studies-u05-l02,ma-g11-social-studies,11,social-studies,50,5,The United States in World Affairs and Citizenship in Action,2,Concept model A: the United States role in international institutions and affairs,Concept model A,the United States role in international institutions and affairs,Civics C5.1.1;Civics C5.1.2;Civics C5.1.3;Civics C5.2.1;Civics C5.2.2;Civics C5.2.3;Civics C5.2.4;Civics C6.1.1;Civics C6.1.2;Civics C6.1.3;Civics C6.2.1;Civics C6.3.1;Civics C6.3.2;Civics C6.4.1;Civics C6.4.2;Civics C6.4.3;Civics C6.4.4;P4
ma-g11-social-studies-u05-l03,ma-g11-social-studies,11,social-studies,51,5,The United States in World Affairs and Citizenship in Action,3,"Guided practice A: citizenship, naturalization, and status",Guided practice A,"citizenship, naturalization, and status",Civics C5.1.1;Civics C5.1.2;Civics C5.1.3;Civics C5.2.1;Civics C5.2.2;Civics C5.2.3;Civics C5.2.4;Civics C6.1.1;Civics C6.1.2;Civics C6.1.3;Civics C6.2.1;Civics C6.3.1;Civics C6.3.2;Civics C6.4.1;Civics C6.4.2;Civics C6.4.3;Civics C6.4.4;P4
ma-g11-social-studies-u05-l04,ma-g11-social-studies,11,social-studies,52,5,The United States in World Affairs and Citizenship in Action,4,Independent application A: rights and responsibilities in civic society,Independent application A,rights and responsibilities in civic society,Civics C5.1.1;Civics C5.1.2;Civics C5.1.3;Civics C5.2.1;Civics C5.2.2;Civics C5.2.3;Civics C5.2.4;Civics C6.1.1;Civics C6.1.2;Civics C6.1.3;Civics C6.2.1;Civics C6.3.1;Civics C6.3.2;Civics C6.4.1;Civics C6.4.2;Civics C6.4.3;Civics C6.4.4;P4
ma-g11-social-studies-u05-l05,ma-g11-social-studies,11,social-studies,53,5,The United States in World Affairs and Citizenship in Action,5,Concept model B: dispositions for civic participation,Concept model B,dispositions for civic participation,Civics C5.1.1;Civics C5.1.2;Civics C5.1.3;Civics C5.2.1;Civics C5.2.2;Civics C5.2.3;Civics C5.2.4;Civics C6.1.1;Civics C6.1.2;Civics C6.1.3;Civics C6.2.1;Civics C6.3.1;Civics C6.3.2;Civics C6.4.1;Civics C6.4.2;Civics C6.4.3;Civics C6.4.4;P4
ma-g11-social-studies-u05-l06,ma-g11-social-studies,11,social-studies,54,5,The United States in World Affairs and Citizenship in Action,6,"Guided practice B: civic inquiry, public policy, civic action, and public discourse",Guided practice B,"civic inquiry, public policy, civic action, and public discourse",Civics C5.1.1;Civics C5.1.2;Civics C5.1.3;Civics C5.2.1;Civics C5.2.2;Civics C5.2.3;Civics C5.2.4;Civics C6.1.1;Civics C6.1.2;Civics C6.1.3;Civics C6.2.1;Civics C6.3.1;Civics C6.3.2;Civics C6.4.1;Civics C6.4.2;Civics C6.4.3;Civics C6.4.4;P4
ma-g11-social-studies-u05-l07,ma-g11-social-studies,11,social-studies,55,5,The United States in World Affairs and Citizenship in Action,7,Investigation or close reading: formation and implementation of United States foreign policy,Investigation or close reading,formation and implementation of United States foreign policy,Civics C5.1.1;Civics C5.1.2;Civics C5.1.3;Civics C5.2.1;Civics C5.2.2;Civics C5.2.3;Civics C5.2.4;Civics C6.1.1;Civics C6.1.2;Civics C6.1.3;Civics C6.2.1;Civics C6.3.1;Civics C6.3.2;Civics C6.4.1;Civics C6.4.2;Civics C6.4.3;Civics C6.4.4;P4
ma-g11-social-studies-u05-l08,ma-g11-social-studies,11,social-studies,56,5,The United States in World Affairs and Citizenship in Action,8,Reteach and varied practice: the United States role in international institutions and affairs,Reteach and varied practice,the United States role in international institutions and affairs,Civics C5.1.1;Civics C5.1.2;Civics C5.1.3;Civics C5.2.1;Civics C5.2.2;Civics C5.2.3;Civics C5.2.4;Civics C6.1.1;Civics C6.1.2;Civics C6.1.3;Civics C6.2.1;Civics C6.3.1;Civics C6.3.2;Civics C6.4.1;Civics C6.4.2;Civics C6.4.3;Civics C6.4.4;P4
ma-g11-social-studies-u05-l09,ma-g11-social-studies,11,social-studies,57,5,The United States in World Affairs and Citizenship in Action,9,"Performance task build: citizenship, naturalization, and status",Performance task build,"citizenship, naturalization, and status",Civics C5.1.1;Civics C5.1.2;Civics C5.1.3;Civics C5.2.1;Civics C5.2.2;Civics C5.2.3;Civics C5.2.4;Civics C6.1.1;Civics C6.1.2;Civics C6.1.3;Civics C6.2.1;Civics C6.3.1;Civics C6.3.2;Civics C6.4.1;Civics C6.4.2;Civics C6.4.3;Civics C6.4.4;P4
ma-g11-social-studies-u05-l10,ma-g11-social-studies,11,social-studies,58,5,The United States in World Affairs and Citizenship in Action,10,Synthesis and review: rights and responsibilities in civic society,Synthesis and review,rights and responsibilities in civic society,Civics C5.1.1;Civics C5.1.2;Civics C5.1.3;Civics C5.2.1;Civics C5.2.2;Civics C5.2.3;Civics C5.2.4;Civics C6.1.1;Civics C6.1.2;Civics C6.1.3;Civics C6.2.1;Civics C6.3.1;Civics C6.3.2;Civics C6.4.1;Civics C6.4.2;Civics C6.4.3;Civics C6.4.4;P4
